outlet,url,fetch_status,parse_error,discovery_channels
pravda,https://www.pravda.com.ua/news/2023/05/22/7403228/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/22/7403230/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/22/7403389/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403398/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403400/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403437/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403446/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403458/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403491/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403504/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403513/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403519/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403527/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403538/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403548/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403550/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/23/7403553/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/24/7403567/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/24/7403574/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/24/7403580/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/24/7403616/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/25/7403750/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/25/7403785/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/25/7403792/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/25/7403854/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/25/7403873/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404109/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404114/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404125/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404149/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404153/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404155/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404158/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404163/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404174/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404177/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404181/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/27/7404183/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404186/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404189/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404199/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404207/,429,,day_archive
pravda,https://www.pravda.com.ua/news/2023/05/28/7404221/,429,,day_archive
